cpu_type	rank	name	nb_id	nb_url	codename	series	l2_cache_mb	l3_cache_mb	tdp_watt	tdp_turbo_watt	base_mhz	boost_mhz	cores	threads	process_nm	architecture	is_64bit	graphics_card	perf_rating	cinebench_r10_32bit_single	cinebench_r10_32bit_multi	cinebench_r15_cpu_single_64bit	cinebench_r15_cpu_multi_64bit	cinebench_r20_single	cinebench_r20	cinebench_r23_single_core	cinebench_r23_multi_core	cinebench_2024_cpu_single_core	cinebench_2024_cpu_multi_core	geekbench_4_4_64_bit_single_core_score	geekbench_4_4_64_bit_multi_core_score	geekbench_5_5_single_core	geekbench_5_5_multi_core	geekbench_6_7_single_core	geekbench_6_7_multi_core	3dmark06_cpu	x264_pass_1	x264_pass_2	x265	truecrypt_aes	truecrypt_twofish	truecrypt_serpent	blender	blender_v3_3_classroom_cpu	7_zip_single	7_zip	superpi_1m	superpi_32m	wprime_32	wprime_1024	webxprt_3	webxprt_4_overall	crossmark_overall	cinebench_2026_cpu_single_thread	cinebench_2026_cpu_multi	octane_v2_total_score	jetstream_2	jetstream_2_2_2_total	speedometer_2_0	sunspider_1_0_total_score	geekbench_2	geekbench_3_32_bit_single_core_score	geekbench_3_32_bit_multi_core_score	passmark_performancetest_mobile_v1_cpu_tests
smartphone	788	Qualcomm Snapdragon 7 Gen 3	838404	https://www.notebookcheck.net/Qualcomm-Snapdragon-7-Gen-3-Processor-Benchmarks-and-Specs.838404.0.html	Cortex-A715 / A510	Snapdragon					1800	2630	8	8	4	ARM	True	Adreno 720	13.4											3915.5	11940	874	3257	1152.5	3186																180	103	741.5			37334.5	119.16	116.06	142					6550
laptop	789	Intel Core i7-4702MQ	92960	https://www.notebookcheck.net/Intel-Core-i7-4702MQ-Notebook-Processor.92960.0.html	Haswell	Core i7	1.0	6.0	37		2200	3200	4	8	22	x86	True	HD Graphics 4600	98.814	4656	17388	124	575													6285	130.1	33.66		3.2	0.55	0.31					11.47	601	9.25	282.3										110.3	9685	2753	9180	
smartphone	790	Qualcomm Snapdragon 6 Gen 4	963249	https://www.notebookcheck.net/Qualcomm-Snapdragon-6-Gen-4-Processor-Benchmarks-and-Specs.963249.0.html	Cortex-A720 / A520	Snapdragon 6					1800	2300	8	8	4	ARM	True	Adreno 810	26.15															1111	3120																		746				129.91							
smartphone	791	HiSilicon Kirin 990 5G	448202	https://www.notebookcheck.net/HiSilicon-Kirin-990-5G-SoC-Benchmarks-and-Specs.448202.0.html	Cortex-A76/-A55								8	8	7	ARM	True	Mali-G76 MP16	29.371											3925	12549	772.5	3076.5	1023	3419																96.5					22343	62.7		67.45	345.4	11668.5			
smartphone	792	HiSilicon Kirin 990	448199	https://www.notebookcheck.net/HiSilicon-Kirin-990-SoC-Benchmarks-and-Specs.448199.0.html	Cortex-A76/-A55								8	8	7	ARM	True	Mali-G76 MP16	34.45											3881.5	12082.5	770	2977.5	1022	3397																108					21726.5	60.5		69		11581			261357
laptop	793	AMD Ryzen 7 PRO 3700U	416097	https://www.notebookcheck.net/AMD-Ryzen-7-PRO-3700U-Processor-Picasso-APU.416097.0.html	Zen+	Picasso (Ryzen 3000 APU)	2.0	4.0	15		2300	4000	4	8	12	x86	True	Vega 10	11.229			149	658							3928	11249	808	3018						3.6				785		3680	16735										27979			39					
desktop	794	Intel Core i5-7500T	268178	https://www.notebookcheck.net/Intel-Core-i5-7500T-SoC-Benchmarks-and-Specs.268178.0.html	Kaby Lake	Kaby Lake	1.0	6.0	35		2700	3300	4	4	14	x86	True	HD Graphics 630	99.114	5002	13614	129	512																	2.7	0.45	0.26					11.99	629	10.53	333.2										83.2				
laptop	795	Intel Core i7-8565U	317500	https://www.notebookcheck.net/Intel-Core-i7-8565U-SoC.317500.0.html	Whiskey Lake-U	Core i7	1.0	8.0	15		1800	4600	4	8	14	x86	True	UHD Graphics 620	40.357	6644	16760	173	608.5	411.5	1181.5					5142.5	13888	1135.5	3073.5			6158	140.9	33.71	4.71	4	0.72	0.44	806.5		4737	18860	8.36	508	9.55	360.2	202					34884.5			59.7	152.7	10600	3851	12302.5	
smartphone	796	Qualcomm Snapdragon 870 5G	536282	https://www.notebookcheck.net/Qualcomm-Snapdragon-870-5G-Processor-Benchmarks-and-Specs.536282.0.html	Cortex-A77 / A55 (Kryo 585)	Snapdragon	1.8	7.0	5		2420	3200	8	8	7	ARM	True	Adreno 650	13.4											4411	11658	992.5	3188	1299	3357																127	83	744			33694	92.45		70.42	312.9				5196
laptop	797	Intel Core i7-10510Y	431174	https://www.notebookcheck.net/Intel-Core-i7-10510Y-Laptop-Processor-Comet-Lake-Y.431174.0.html	Comet Lake-Y	Comet Lake	0.5	8.0	7		1200	4500	4	8	14	x86	True	UHD Graphics 617	21.2					250	845							1005	2728	1339	3360																													
desktop	798	Intel Core i5-6600K	164970	https://www.notebookcheck.net/Intel-Core-i5-Desktop-6600K-Notebook-Processor.164970.0.html	Skylake	Core i5 (Desktop)	1.0	6.0	91		3500	3900	4	4	14	x86	True	HD Graphics 530	63.729	6188	21324	166	601.5													7413	196.3	40.1		3.2	0.52	0.31					9.5	501								43012				64.4		4080	12270	
desktop	799	Intel Core i5-7500	247816	https://www.notebookcheck.net/Intel-Core-i5-7500-SoC-Benchmarks-and-Specs.247816.0.html	Kaby Lake	Kaby Lake	1.0	6.0	65		3400	3800	4	4	14	x86	True	HD Graphics 630	60.129			159	585													7247	181.6	39.49		3.2	0.53	0.31					9	569	9.72	306						32122				76.3				
smartphone	800	MediaTek Dimensity 1200	573774	https://www.notebookcheck.net/MediaTek-Dimensity-1200-Processor-Benchmarks-and-Specs.573774.0.html	Cortex-A78 / A55						2000	3000	8	8	6	ARM	True	Mali-G77 MP9	11.1											4294	13528	833	2689.5	1111	2872																69.5		612			28059.5	51.45		52.15		11256			5166
laptop	801	Intel Core i5-8350U	242174	https://www.notebookcheck.net/Intel-Core-i5-8350U-SoC-Benchmarks-and-Specs.242174.0.html	Kaby Lake Refresh	Kaby Lake Refresh	1.0	6.0	15		1700	3600	4	8	14	x86	True	UHD Graphics 620	35.671	5460.5	17931	150.5	569							4225	13605					5925	152.85	37.28		4.05	0.69	0.41	705				10.94	637	9.7	330.45	183.5					31171	94.7		98.65	156.45		3439	12270	
desktop	802	Intel Core i5-7600K	207974	https://www.notebookcheck.net/Intel-Core-i5-7600K-SoC-Benchmarks-and-Specs.207974.0.html	Kaby Lake	Kaby Lake	1.0	8.0	91		3800	4200	4	4	14	x86	True	HD Graphics 630	99.414	6814	24179	179.5	674													8532	223	46.2		3.3	0.57	0.33					8.82	466.25	8.49	256.55										56.9				
smartphone	803	Qualcomm Snapdragon 7s Gen 3	961224	https://www.notebookcheck.net/Qualcomm-Snapdragon-7s-Gen-3-Processor-Benchmarks-and-Specs.961224.0.html	Cortex-A720 / A520	Snapdragon					1800	2630	8	8	4	ARM	True	Adreno 810	26.65											3833	11657.5	882.5	3145.5	1171	3309																207	136	759.5			44460	152.9	167.02	170					
laptop	804	Intel Core i7-4712HQ	115085	https://www.notebookcheck.net/Intel-Core-i7-4712HQ-Notebook-Processor.115085.0.html	Haswell	Core i7	1.0	6.0	37		2300	3300	4	8	22	x86	True	HD Graphics 4600	5429.0	4445	13918	121.5	517.5																	3.4	0.51	0.32														13958				98				
desktop	805	AMD FX-8350	91968	https://www.notebookcheck.net/AMD-FX-Series-Desktop-FX-8350-Notebook-Processor.91968.0.html	Vishera	FX-Series (Desktop)	8.0	8.0	125		4000	4200	8	8	32	x86	True		2.3	3201	16904	97	636	205	1325					2662	11507					6648	138.75	43.5	4	3.6	0.75	0.42	900		3608	22151	21.6	1357	8.34	246											11198			
laptop	806	Intel Core i7-8650U	242726	https://www.notebookcheck.net/Intel-Core-i7-8650U-SoC-Benchmarks-and-Specs.242726.0.html	Kaby Lake Refresh	Kaby Lake Refresh	1.0	8.0	15		1900	4200	4	8	14	x86	True	UHD Graphics 620	53.143	6629	18635	169	605													6936	169.6	39.75		4.3	0.72	0.44					8.84	508	9.94	302.8	227					33906				74.4				
laptop	807	Intel Core i5-1030G7	428541	https://www.notebookcheck.net/Intel-Core-i5-1030G7-Laptop-Processor-Ice-Lake.428541.0.html	Ice Lake-Y	Ice Lake	2.0	6.0	9		800	3500	4	8	10	x86	True	Iris Plus Graphics G7 (Ice Lake 64 EU)	20.2															1308	3018																													
smartphone	808	MediaTek Dimensity 7450X	1308574	https://www.notebookcheck.net/MediaTek-Dimensity-7450X-Processor-Benchmarks-and-Specs.1308574.0.html	Cortex-A78 / A55						2000	2600	8	8	4	ARM	True	Mali-G615 MP2	22.95															1108	3343																		654				112.52							
smartphone	809	MediaTek Dimensity 7400X	1036070	https://www.notebookcheck.net/MediaTek-Dimensity-7400X-Processor-Benchmarks-and-Specs.1036070.0.html	Cortex-A78 / A55						2000	2600	8	8	4	ARM	True	Mali-G615 MP2	26.65													823	2909	1087	3081																	119	761			38355.5	130.16	138.77	129					
smartphone	810	MediaTek Dimensity 7400-Ultra	1210047	https://www.notebookcheck.net/MediaTek-Dimensity-7400-Ultra-Processor-Benchmarks-and-Specs.1210047.0.html	Cortex-A78 / A55						2000	2600	8	8	4	ARM	True	Mali-G615 MP2	21.271															1050	2939																	112				38676	112.67	122.48	123					
smartphone	811	MediaTek Dimensity 7350 Pro 5G	885637	https://www.notebookcheck.net/MediaTek-Dimensity-7350-Pro-5G-Processor-Benchmarks-and-Specs.885637.0.html	Cortex-A715 / A510						2000	2800	8	8	4	ARM	True	Mali-G610 MP4	26.35													889	1922	1221	2678																	127	751			33203	105.74		164					
smartphone	812	MediaTek Dimensity 7200	814024	https://www.notebookcheck.net/MediaTek-Dimensity-7200-Pro-Ultra-Processor-Benchmarks-and-Specs.814024.0.html	Cortex-A715 / A510						2000	2800	8	8	4	ARM	True	Mali-G610 MP4	24.25											2091	5275.5	888.5	2349	1137.5	2653.5																138.5	105.5	690.5			28811	80.2		108					
smartphone	813	Qualcomm Snapdragon 6s Gen 4	1221288	https://www.notebookcheck.net/Qualcomm-Snapdragon-6s-Gen-4-Processor-Benchmarks-and-Specs.1221288.0.html	Cortex-A78/A55	Snapdragon					1800	2400	8	8	5	ARM	True	Adreno 710	11.1													769	2537	1014	2930																	116	610			34926	118.28	131.33	113					5865
smartphone	814	Qualcomm Snapdragon 780G 5G	537882	https://www.notebookcheck.net/Qualcomm-Snapdragon-780G-5G-Processor-Benchmarks-and-Specs.537882.0.html	Kryo 670 (Cortex-A78/A55)	Snapdragon					1900	2400	8	8	5	ARM	True	Adreno 642	14.457											3674	11965	809	2998	1052	2758																106					26943	75.8		70.8		9815			
laptop	815	Intel Core i7-8665U	416029	https://www.notebookcheck.net/Intel-Core-i7-8665U-SoC-Whiskey-Lake.416029.0.html	Whiskey Lake-U	Core i7	1.0	8.0	15		1900	4800	4	8	14	x86	True	UHD Graphics 620	42.243	6872	18426.5	180	670	427	1346	988	2729			5342.5	16347	1039	2671			6365	139	32	4.5	2.6	0.45	0.27	754.5		4705.5	18298	8	521	9.98	429.3						34548			63.1	235		3887	14277	
laptop	816	Intel Core i7-4710MQ	115117	https://www.notebookcheck.net/Intel-Core-i7-4710MQ-Notebook-Processor.115117.0.html	Haswell	Core i7	1.0	6.0	47		2500	3500	4	8	22	x86	True	HD Graphics 4600	54.829	4962.5	18961.5	135	645													6830.5												567		259						16285				88.65	10355	2992	10955	
desktop	817	Intel Core i7-2600K	88771	https://www.notebookcheck.net/Intel-Core-i7-Desktop-2600K-Processor.88771.0.html	Sandy Bridge	Core i7 (Desktop)	1.0	8.0	95		3400	3800	4	8	32	x86	True	HD Graphics 3000	54.229	4809	18608	129	613.5													6669	145	36.5		3.3	0.56	0.32					10.2	560	10.5	328						15416.5				157.3	7754	3015	11546.5	
desktop	818	Intel Core i5-4460	157578	https://www.notebookcheck.net/Intel-Core-i5-4460-Desktop-Processor.157578.0.html	Haswell	Core i5 (Desktop)	1.0	6.0	84		3200	3400	4	4	22	x86	True	HD Graphics 4600	3.3	4813	17098	136	496													6350	164.6	33.59		2.8	0.43	0.28					10.64	558	11.47	363.7												3292	10203	
smartphone	819	Samsung Exynos 990	458532	https://www.notebookcheck.net/Samsung-Exynos-990-Processor-Benchmarks-and-Specs.458532.0.html	Exynos M5 / Cortex A-76 / Cortex-A55	Exynos					2000	2730	8	8	7	ARM	True	Mali-G77 MP11	17.85											4878	12559	940	2787	1222	3131																97		507			19122	53.9		63.25	478.8	10510			
smartphone	820	Google Tensor	581802	https://www.notebookcheck.net/Google-Tensor-Processor-Benchmarks-and-Specs.581802.0.html	Exynos X1 / Cortex-A76 / A55		4.0				1800	2800	8	8	5	ARM	True	Mali-G78 MP20	30.35											4815	11589	1041	2940	1491	3667																105	72	865			43376	90.1		104					
laptop	821	AMD Ryzen 5 PRO 3500U	416098	https://www.notebookcheck.net/AMD-Ryzen-5-PRO-3500U-Processor-Picasso-APU.416098.0.html	Zen+	Picasso (Ryzen 3000 APU)	2.0	4.0	15		2100	3700	4	8	12	x86	True	Vega 8	15.957			142	624	361.5	1338.5					3820	10419	863	2824						3.48				795.5		3474	16220.5					142					27437	89.7		41.3					
laptop	822	Intel Core i7-4712MQ	115118	https://www.notebookcheck.net/Intel-Core-i7-4712MQ-Notebook-Processor.115118.0.html	Haswell	Core i7	1.0	6.0	37		2300	3300	4	8	22	x86	True	HD Graphics 4600	54.529	4816.5	17929	130	597														142	36									11.11	581	8.39	265.35						15405				94.3		3114	11351	
desktop	823	Intel Core i7-975	18384	https://www.notebookcheck.net/Review-Intel-Core-i7-Processors-in-Notebooks.18384.0.html	Bloomfield	Core i7 (Desktop)	1.0	8.0	130		3060	3333	4	8	45	x86	True		2.2	3652	14558															5143											12.4	708	8.05	243														
desktop	824	AMD Ryzen 3 1200	272900	https://www.notebookcheck.net/AMD-Ryzen-3-1200-CPU-Benchmarks-and-Specs.272900.0.html	Summit Ridge (Zen)	Ryzen 3	2.0	8.0	65		3100	3400	4	4	14	x86	True		25.314	4178	13961	135	480	337	1192	834	3013			3955	10851	834	2882	1031	3048	5419	160	33.34	3.47	2.6	0.4	0.25	1002		3391	11980	12.39		12.5	390.1	151													
laptop	825	Intel Pentium 8500	591446	https://www.notebookcheck.net/Intel-Pentium-8500-Processor-Benchmarks-and-Specs.591446.0.html	Alder Lake-U	Alder Lake-M	3.5	8.0	9		700	4400	5	6	10	x86	True	UHD Graphics Xe G4 48EUs	20.8															1372	2900																													
laptop	826	Intel Core i7-1060G7	428534	https://www.notebookcheck.net/Intel-Core-i7-1060G7-Laptop-Processor-Ice-Lake.428534.0.html	Ice Lake Y	Ice Lake	2.0	8.0	9		1000	3800	4	8	10	x86	True	Iris Plus Graphics G7 (Ice Lake 64 EU)	23.3													1167	2322	1511	3468																													
laptop	827	Intel Core i7-4850HQ	90976	https://www.notebookcheck.net/Intel-Core-i7-4850HQ-Notebook-Processor.90976.0.html	Haswell	Core i7	1.0	6.0	47		2300	3500	4	8	22	x86	True	Iris Pro Graphics 5200	20.2	6640	22559	133	578																																									
smartphone	828	Qualcomm Snapdragon 778G+ 5G	633273	https://www.notebookcheck.net/Qualcomm-Snapdragon-778G-5G-Processor-Benchmarks-and-Specs.633273.0.html	Kryo 670 (Cortex-A78/A55)	Snapdragon					1900	2500	8	8	6	ARM	True	Adreno 642L	13.2											3760	11342	824	2929	1066	2909																116	93	732			32109	90.28		63.69					6514
smartphone	829	MediaTek Dimensity 1000+	497862	https://www.notebookcheck.net/MediaTek-Dimensity-1000-Processor-Benchmarks-and-Specs.497862.0.html	Cortex-A77 / A55						2000	2600	8	8	7	ARM	True	Mali-G77 MP9	10.357											3688	11987	796	2762	1002	3034																73					21933	48.35		50.9		10598			
smartphone	830	Qualcomm Snapdragon 7 Gen 1	706672	https://www.notebookcheck.net/Qualcomm-Snapdragon-7-Gen-1-Processor-Benchmarks-and-Specs.706672.0.html	Cortex-A710 / A510	Snapdragon					1800	2400	8	8	4	ARM	True	Adreno 644	12.4											3634.5	11358	786	2912.5	1057.5	2956																110	79	683			30021	86.23		67.2					6056
laptop	831	Intel Core i5-7440HQ	189852	https://www.notebookcheck.net/Intel-Core-i5-7440HQ-Laptop-Processor.189852.0.html	Kaby Lake	Kaby Lake	1.0	6.0	45		2800	3800	4	4	14	x86	True	HD Graphics 630	2.9			158	554														182	36									9.89	524	10.16	318.9														
smartphone	832	Qualcomm QCM6490	773516	https://www.notebookcheck.net/Qualcomm-QCM6490-Processor-Benchmarks-and-Specs.773516.0.html	Kryo 670 (Cortex-A78/A55)	Snapdragon					1960	2710	8	8	6	ARM	True	Adreno 643	27.85											3822	11172	870	2944	1129	2999																151	116	794			38966	115.42		93.9					
smartphone	833	MediaTek Dimensity 8050	757287	https://www.notebookcheck.net/MediaTek-Dimensity-8050-Processor-Benchmarks-and-Specs.757287.0.html	Cortex-A78 / A55						2000	3000	8	8	6	ARM	True	Mali-G77 MP9	13.4											4348	11466	867.5	2852	1036	3173																89	76	741			31904	88		76.2					6101
laptop	834	AMD Ryzen 5 PRO 2500U	323380	https://www.notebookcheck.net/AMD-Ryzen-5-PRO-2500U-SoC-Benchmarks-and-Specs.323380.0.html	Zen	Raven Ridge (Ryzen 2000 APU)	2.0	4.0	15		2000	3600	4	8	14	x86	True	Vega 8	57.229	4349	14336	134	553							3492	9343	887	3135			5635	97.7	33.91	3	3.4	0.6	0.39	1007		4102	2794	12.7	728.5	12.36	386.55						24308				138.1	11156	3326	12421.5	
laptop	835	Intel Core i5-10210Y	431176	https://www.notebookcheck.net/Intel-Core-i5-10210Y-Laptop-Processor-Comet-Lake-Y.431176.0.html	Amber Lake-Y	Amber Lake	0.5	6.0	7		1000	4000	4	8	14	x86	True	UHD Graphics 615	18.5													738	2735	1168	2980																													
laptop	836	AMD Ryzen 5 3450U	544516	https://www.notebookcheck.net/AMD-Ryzen-5-3450U-Processor-Benchmarks-and-Specs.544516.0.html	Picasso-U (Zen+)	Picasso (Ryzen 3000 APU)	2.0	4.0	15		2100	3500	4	8	12	x86	True	Vega 8	25.35			137.5	566.5	321.5	1168	875	2926.5			3486	10200	839	2972						3.03				946		3359	15878					145.5		722				115.4							
smartphone	837	Apple A12 Bionic	331518	https://www.notebookcheck.net/Apple-A12-Bionic-SoC.331518.0.html		Apple A-Series	8.0						6	6	7	ARM	True	A12 Bionic GPU	6450.0											4774	11480	1117.5	2814.5	1325	2850																159.5					42333.5	109.75		123.5					486197
desktop	838	Intel Xeon E3-1226 v3	448662	https://www.notebookcheck.net/Intel-Xeon-E3-1226-v3-SoC-Benchmarks-and-Specs.448662.0.html	Haswell	Xeon (Desktop)	1.0	8.0	84		3300	3700	4	4	22	x86	True		2.8	5335	18972	145	534																	3	0.47	0.3					9	551	9.8	311											9033	3268	10535	
laptop	839	Intel Core i5-6300HQ	149424	https://www.notebookcheck.net/Intel-Core-i5-6300HQ-Notebook-Processor.149424.0.html	Skylake	Core i5	1.0	6.0	45		2300	3200	4	4	14	x86	True	HD Graphics 530	60.129	4851	16532.5	131	466													5750	151	31.15		2.45	0.41	0.24					11.72	618	12.25	383.8						32436				84.1		3234.5	9413.5	
laptop	840	AMD Ryzen 3 5125C	617142	https://www.notebookcheck.net/AMD-Ryzen-3-5125C-Processor-Benchmarks-and-Specs.617142.0.html	Barcelo (Zen 3)	Cezanne (Zen 3, Ryzen 5000)	1.0	8.0	15		3000		2	4	7	x86	True	Vega 3	20.7															1354	2974																													
laptop	841	Intel Processor N97	682350	https://www.notebookcheck.net/Intel-Processor-N97-CPU-Benchmarks-and-Specs.682350.0.html	Alder Lake-N	Alder Lake-N	6.0		12				4	4	10	x86	True	UHD Graphics 24EUs (Alder Lake-N)	29.65	5445	15323	161	479	371	1115	973	2913	63	192	4703	10893	1060	2757	1300	3181	6461	174.8	34.85	3.49	2.9	0.53	0.26	1020	2014	4019	13174	18.4	785.56	16.82	522.77	191.4	145.3	844											
smartphone	842	Qualcomm Snapdragon 778G 4G	662700	https://www.notebookcheck.net/Qualcomm-Snapdragon-778G-4G-Processor-Benchmarks-and-Specs.662700.0.html	Kryo 670 (Cortex-A78/A55)	Snapdragon					1800	2400	8	8	6	ARM	True	Adreno 642L	12.9											3557.5	11874	788	3019.5	1008	2418																109	79	711			25361	74.88		56.6					6336
smartphone	843	Qualcomm Snapdragon 778G 5G	560437	https://www.notebookcheck.net/Qualcomm-Snapdragon-778G-5G-Processor-Benchmarks-and-Specs.560437.0.html	Kryo 670 (Cortex-A78/A55)	Snapdragon					1800	2400	8	8	6	ARM	True	Adreno 642L	11.8											3500	11003	787	2889	1026	2775																105.5	73.5	658			25445	74.4		55					4438.5
laptop	844	Intel Core i7-4722HQ	132369	https://www.notebookcheck.net/Intel-Core-i7-4722HQ-Notebook-Processor.132369.0.html	Haswell	Core i7	1.0	6.0	37		2400	3400	4	8	22	x86	True	HD Graphics 4600	15.0											3664	11665	750	2701																															
desktop	845	Intel Core i5-4590	448663	https://www.notebookcheck.net/Intel-Core-i5-4590-SoC-Benchmarks-and-Specs.448663.0.html	Haswell	Core i5 (Desktop)	1.0	6.0	84		3300	3700	4	4	22	x86	True	HD Graphics 4600	21.9	5479	18998	146	530																																									
laptop	846	AMD Ryzen 5 2500U	258646	https://www.notebookcheck.net/AMD-Ryzen-5-2500U-SoC.258646.0.html	Zen	Raven Ridge (Ryzen 2000 APU)	2.0	4.0	15		2000	3600	4	8	14	x86	True	Vega 8	36.757	4410.5	15683.5	137	609	354.5	1298.5					3703	9952	831	2515			4828	121	34.7	3.67	3.3	0.56	0.37	770.5		3441	16251	12.29	697	10.23	313.5	160					26534.5			38.55	116.95	10616	3383	11301	
smartphone	847	Samsung Exynos 1380	710149	https://www.notebookcheck.net/Samsung-Exynos-1380-Processor-Benchmarks-and-Specs.710149.0.html	ARM Cortex-A55 / A78	Exynos					2000	2400	8	8	5	ARM	True	Mali-G68 MP5	50.3											3555.5	11160	783	2763	1014.5	2882.5																125	113	647			36010	109.69	133.96	92.2	187				591842
laptop	848	Intel Core i7-2860QM	59923	https://www.notebookcheck.net/Intel-Core-i7-2860QM-Notebook-Processor.59923.0.html	Sandy Bridge	Core i7	1.0	8.0	45		2500	3600	4	8	32	x86	True	HD Graphics 3000	22.814	4576	16809.5	123	533	268	1065	692	2699			3473.5	11222	732.5	2832.5			6323	131.7	32	2.78	2.7	0.53	0.3	990.5		3875	16361	10.29	590	7.8	278.1	136													
smartphone	849	MediaTek Dimensity 7300	860331	https://www.notebookcheck.net/MediaTek-Dimensity-7300-Processor-Benchmarks-and-Specs.860331.0.html	Cortex-A78 / A55						2000	2500	8	8	4	ARM	True	Mali-G615 MP2	24.75											3765	11872	805	2915.5	1028.5	2964																	110	704.5			36420	108.55	122.26	117.05					
smartphone	850	MediaTek Dimensity 7300X	886117	https://www.notebookcheck.net/MediaTek-Dimensity-7300X-Processor-Benchmarks-and-Specs.886117.0.html	Cortex-A78 / A55						2000	2500	8	8	4	ARM	True	Mali-G615 MP2	25.85											3645	10686	789	2832	1047	2973																	75	738			29718	86.34		77.9					
laptop	851	Intel Core i7-4950HQ	90978	https://www.notebookcheck.net/Intel-Core-i7-4950HQ-Notebook-Processor.90978.0.html	Haswell	Core i7	1.0	6.0	47		2400	3600	4	8	22	x86	True	Iris Pro Graphics 5200																																														
laptop	852	Intel Core i7-4760HQ	115111	https://www.notebookcheck.net/Intel-Core-i7-4760HQ-Notebook-Processor.115111.0.html	Haswell	Core i7	1.0	6.0	47		2100	3300	4	8	22	x86	True	Iris Pro Graphics 5200																																														
desktop	853	Intel Core i5-6500T	167404	https://www.notebookcheck.net/Intel-Core-i5-Desktop-6500T-Notebook-Processor.167404.0.html	Skylake	Core i5 (Desktop)	1.0	6.0	35		2500	3100	4	4	14	x86	True	HD Graphics 530	3.3	4880	16462	128	466													5832	153.5	32.32		2.5	0.42	0.25					12	622	11.56	361.4												3244	9649	
smartphone	854	Qualcomm Snapdragon 6 Gen 3	945349	https://www.notebookcheck.net/Qualcomm-Snapdragon-6-Gen-3-Processor-Benchmarks-and-Specs.945349.0.html	Cortex-A78 / A55	Snapdragon 6					1800	2400	8	8	4	ARM	True	Adreno 710	14.4											3565	10843.5	786	2864	1017	2955																188	120.5	796			37982	129.03	131.97	105					6718
smartphone	855	Qualcomm Snapdragon 7s Gen 2	795461	https://www.notebookcheck.net/Qualcomm-Snapdragon-7s-Gen-2-Processor-Benchmarks-and-Specs.795461.0.html	Cortex-A78 / A55	Snapdragon					1950	2400	8	8	4	ARM	True	Adreno 710	12.6											3517	10499	788	2807	1000	2817																106	109	693.5			35379	117.29		88.2					6461
smartphone	856	MediaTek Dimensity 1300	628785	https://www.notebookcheck.net/MediaTek-Dimensity-1300-Processor-Benchmarks-and-Specs.628785.0.html	Cortex-A78 / A55						2000	3000	8	8	6	ARM	True	Mali-G77 MP9	150.0													415	2700	1232	3555																65					33879	66.96		59.7		9050			7485
laptop	857	Intel Core i7-4860HQ	109767	https://www.notebookcheck.net/Intel-Core-i7-4860HQ-Notebook-Processor.109767.0.html	Haswell	Core i7	1.0	6.0	47		2400	3600	4	8	22	x86	True	Iris Pro Graphics 5200																																														
laptop	858	Intel Core i5-8260U	668667	https://www.notebookcheck.net/Intel-Core-i5-8260U-Processor-Benchmarks-and-Specs.668667.0.html	Coffee Lake	Coffee Lake	1.0	6.0	15		1600	3900	4	8	14	x86	True	UHD Graphics 620	28.75			156.9	627	400	1494	629	3028					639	1817						1.8				726	1402	4056	18874							819				148.27							
laptop	859	Intel Core i7-6770HQ	164969	https://www.notebookcheck.net/Intel-Core-i7-6770HQ-Notebook-Processor.164969.0.html	Skylake	Core i7	1.0	6.0	45		2600	3500	4	8	14	x86	True	Iris Pro Graphics 580	2.1	5536	21075	134.5	711							2641	5056						164.7	43.5	1.7	3.9	0.67	0.39			2480	6069	10.64	539	7.34	225.7														
smartphone	860	Qualcomm Snapdragon 6 Gen 1	798983	https://www.notebookcheck.net/Qualcomm-Snapdragon-6-Gen-1-Processor-Benchmarks-and-Specs.798983.0.html	Cortex-A78 / A55	Snapdragon 6					1800	2200	8	8	4	ARM	True	Adreno 710	12.15											3287.5	10530	732	2763	942	2774.5																123.5	85.5	344.5			29110	82.9		70.9					
laptop	861	Intel Core i5-4330M	93555	https://www.notebookcheck.net/Intel-Core-i5-4330M-Notebook-Processor.93555.0.html	Haswell	Core i5	0.5	3.0	37		2800	3500	2	4	22	x86	True	HD Graphics 4600	4.7	4988	11324															4362											15.32	592	18.19	490.9														
laptop	862	Intel Processor N100	678956	https://www.notebookcheck.net/Intel-Processor-N100-CPU-Benchmarks-and-Specs.678956.0.html	Alder Lake-N	Alder Lake-N	6.0		6		1000	3400	4	4	10	x86	True	UHD Graphics 24EUs (Alder Lake-N)	27.55	4869	11207	147.9	401.5	347	978.5	910.5	2559.5	60.5	195	4467	11197	986	2829	1221.5	3157	4838	121.2	24.1	2.96	2.9	0.53	0.26	1198.5	2067	3653.5	11663.5	19.36	818.76	16.22	588.29	170.9	134.3	786			50984	171.5		168.2					
smartphone	863	Qualcomm Snapdragon 860	541185	https://www.notebookcheck.net/Qualcomm-Snapdragon-860-Processor-Benchmarks-and-Specs.541185.0.html	Cortex-A76 / A55 (Kryo 485)	Snapdragon	1.8	5.0	5				8	8	7	ARM	True	Adreno 640	11.4											3398	10570	756	2712.5	1030	2886.5																93		635			26179	67.5		60.15					3913
smartphone	864	MediaTek Dimensity 820	494521	https://www.notebookcheck.net/MediaTek-Dimensity-820-Processor-Benchmarks-and-Specs.494521.0.html	Cortex-A76 / A55						2000	2600	8	8	7	ARM	True	Mali-G57 MP5	9.357											3022	10658	652	2678																		65					18974	44.97		47.6		7836			
